district,price,building_type,street,region,area,ceiling_height
Center,71000.0,panel,Nalbandyan St,Yerevan,78.0,2.8
Center,105000.0,monolit,Tsitsernakaberd Highway,Yerevan,116.0,3.0
Center,65000.0,panel,E. Qochar St,Yerevan,81.0,2.8
Center,105000.0,stone,Agatangeghos St,Yerevan,100.0,3.0
Center,105000.0,stone,Abovyan St,Yerevan,45.0,3.2
Center,105000.0,monolit,Ler. Kamsar St,Yerevan,128.0,3.0
Center,105000.0,stone,Teryan St,Yerevan,80.0,3.2
Center,105000.0,panel,Zakyan St,Yerevan,93.0,2.8
Center,105000.0,stone,Khanjyan St,Yerevan,71.0,3.2
Center,107000.0,stone,Abovyan St,Yerevan,90.0,2.8
Center,107000.0,monolit,Nalbandyan St,Yerevan,53.0,2.8
Center,107000.0,stone,Isahakyan St,Yerevan,93.0,3.2
Center,106000.0,monolit,Argishti St,Yerevan,105.0,2.8
Center,107000.0,monolit,M.Khorenatsi St,Yerevan,100.0,3.0
Center,107000.0,stone,Nalbandyan St,Yerevan,112.0,3.2
Center,107000.0,stone,Moskovyan St,Yerevan,96.0,3.0
Center,107000.0,stone,Moskovyan St,Yerevan,86.0,3.0
Center,107000.0,stone,Abovyan St,Yerevan,119.0,2.8
Center,107000.0,panel,Sayat Nova Ave,Yerevan,52.0,2.8
Center,107000.0,stone,A.Manukyan St,Yerevan,72.0,3.0
Center,107250.0,monolit,Antarayin St,Yerevan,65.0,2.8
Center,109000.0,monolit,Argishti St,Yerevan,105.0,2.8
Center,105000.0,monolit,Argishti St,Yerevan,112.0,3.2
Center,105000.0,stone,Charents St,Yerevan,70.0,3.2
Center,105000.0,stone,Charents St,Yerevan,70.0,3.0
Center,105000.0,stone,Moskovyan St,Yerevan,70.0,2.8
Center,105000.0,stone,NarDos St,Yerevan,90.0,2.8
Center,105000.0,stone,Charents St,Yerevan,84.0,3.0
Center,105000.0,monolit,Verin Antarayin,Yerevan,81.0,3.2
Center,105000.0,stone,Charents St,Yerevan,70.0,2.8
Center,105000.0,stone,Sayat Nova Ave,Yerevan,86.0,2.8
Center,105000.0,panel,M.Khorenatsi St,Yerevan,112.0,3.0
Center,105000.0,stone,Nalbandyan St,Yerevan,65.0,2.8
Center,105000.0,stone,D. Demirchyan St,Yerevan,85.0,3.2
Center,105000.0,panel,Mashtots Ave,Yerevan,90.0,2.8
Center,105000.0,other,Amiryan St,Yerevan,80.0,2.8
Center,105000.0,stone,Zakyan St,Yerevan,80.0,3.0
Center,100000.0,stone,Tamanyan St,Yerevan,38.0,3.2
Center,105000.0,stone,Moskovyan St,Yerevan,96.0,3.2
Center,100000.0,stone,Teryan St,Yerevan,41.0,3.2
Center,100000.0,stone,Mashtots Ave,Yerevan,63.0,3.0
Center,100000.0,stone,Heratsi St,Yerevan,90.0,2.8
Center,100000.0,monolit,E. Qochar St,Yerevan,65.0,3.0
Center,100000.0,other,Moskovyan St,Yerevan,75.0,3.0
Center,100000.0,stone,Tigran Mets Ave,Yerevan,103.0,2.8
Center,100000.0,other,A.Manukyan St,Yerevan,75.0,2.8
Center,100000.0,panel,E. Qochar St,Yerevan,112.0,2.8
Center,100000.0,other,Kajaznuni St,Yerevan,96.0,2.8
Center,100000.0,panel,Pushkin St,Yerevan,90.0,2.8
Center,102000.0,panel,Koghbatsi St,Yerevan,87.0,2.8
Center,101000.0,stone,Nalbandyan St,Yerevan,99.0,3.0
Center,99000.0,monolit,Argishti St,Yerevan,118.0,3.0
Center,99000.0,panel,Pushkin St,Yerevan,81.0,2.8
Center,100000.0,stone,Vardanants St,Yerevan,80.0,3.0
Center,100000.0,stone,NarDos St,Yerevan,90.0,2.8
Center,100000.0,monolit,Argishti St,Yerevan,105.0,3.0
Center,100000.0,stone,Nalbandyan St,Yerevan,86.0,3.2
Center,100000.0,stone,Saryan St,Yerevan,70.0,3.2
Center,100000.0,monolit,Sayat Nova Ave,Yerevan,64.0,3.2
Center,100000.0,stone,Pushkin St,Yerevan,92.0,3.2
Center,100000.0,panel,Paronyan St,Yerevan,100.0,2.8
Center,100000.0,stone,Pushkin St,Yerevan,92.0,3.2
Center,100000.0,panel,Saryan St,Yerevan,95.0,2.8
Center,100000.0,panel,Paronyan St,Yerevan,100.0,2.8
Center,100000.0,stone,Abovyan St,Yerevan,60.0,2.8
Center,100000.0,monolit,Saryan St,Yerevan,102.0,2.8
Center,110000.0,monolit,Argishti St,Yerevan,105.0,3.2
Center,110000.0,stone,Koryun St,Yerevan,106.0,3.0
Center,110000.0,panel,Saryan St,Yerevan,107.0,3.0
Center,110000.0,panel,Aghayan St,Yerevan,107.0,3.0
Center,110000.0,monolit,Verin Antarayin,Yerevan,110.0,3.2
Center,110000.0,monolit,Nalbandyan St,Yerevan,52.0,3.0
Center,110000.0,monolit,M.Khorenatsi St,Yerevan,98.0,3.0
Center,110000.0,panel,M.Khorenatsi St,Yerevan,111.0,2.8
Center,110000.0,other,Khanjyan St,Yerevan,80.0,2.8
Center,110000.0,other,Rostom St,Yerevan,133.0,3.0
Center,110000.0,stone,Khanjyan St,Yerevan,80.0,3.0
Center,120000.0,monolit,Aram St,Yerevan,105.0,3.0
Center,110000.0,stone,Argishti St,Yerevan,104.0,2.8
Center,120000.0,panel,Amiryan St,Yerevan,70.0,2.8
Center,120000.0,stone,D. Demirchyan St,Yerevan,100.0,3.2
Center,120000.0,monolit,Abovyan St,Yerevan,65.0,3.0
Center,120000.0,monolit,Mashtots Ave,Yerevan,64.0,3.2
Center,120000.0,other,Arshakunyats Ave,Yerevan,103.0,2.8
Center,120000.0,panel,Vardanants St,Yerevan,113.0,2.8
Center,120000.0,stone,Tumanyan St,Yerevan,70.0,3.0
Center,120000.0,other,Mashtots Ave,Yerevan,80.0,3.0
Center,120000.0,monolit,Heratsi St,Yerevan,117.0,3.0
Center,120000.0,stone,Abovyan St,Yerevan,87.0,3.2
Center,120000.0,stone,Saryan St,Yerevan,72.0,3.0
Center,120000.0,monolit,M.Khorenatsi St,Yerevan,97.0,3.0
Center,120000.0,stone,Leo St,Yerevan,105.0,3.0
Center,120000.0,stone,Moskovyan St,Yerevan,68.0,2.8
Center,120000.0,stone,A.Manukyan St,Yerevan,100.0,3.0
Center,120000.0,other,Hanrapetutyan St,Yerevan,97.0,2.8
Center,120000.0,monolit,Amiryan St,Yerevan,122.0,3.0
Center,120000.0,stone,Mashtots Ave,Yerevan,85.0,3.2
Center,120000.0,monolit,Ler. Kamsar St,Yerevan,80.0,3.0
Center,120000.0,stone,Vardanants St,Yerevan,84.0,2.8
Center,120000.0,stone,Charents St,Yerevan,106.0,3.2
Center,120000.0,stone,Khanjyan St,Yerevan,110.0,2.8
Center,120000.0,monolit,E. Qochar St,Yerevan,75.0,3.0
Center,120000.0,monolit,E. Qochar St,Yerevan,75.0,3.0
Center,120000.0,monolit,Saryan St,Yerevan,81.0,2.8
Center,120000.0,stone,Mashtots Ave,Yerevan,103.0,3.2
Center,120000.0,stone,Moskovyan St,Yerevan,54.0,3.2
Center,120000.0,monolit,Amiryan St,Yerevan,122.0,3.0
Center,120000.0,stone,Nalbandyan St,Yerevan,92.0,3.2
Center,120000.0,stone,Amiryan St,Yerevan,101.0,2.8
Center,120000.0,monolit,Ler. Kamsar St,Yerevan,102.0,3.0
Center,120000.0,panel,D. Demirchyan St,Yerevan,85.0,2.8
Center,120000.0,stone,Saryan St,Yerevan,90.0,3.2
Center,120000.0,stone,Abovyan St,Yerevan,90.0,3.0
Center,120000.0,monolit,Rostom St,Yerevan,87.0,2.8
Center,120000.0,monolit,Verin Antarayin,Yerevan,109.0,3.0
Center,115000.0,stone,Tumanyan St,Yerevan,90.0,2.8
Center,115000.0,stone,Kor str 1 alley,Yerevan,107.0,2.8
Center,115000.0,monolit,Mashtots Ave,Yerevan,100.0,3.0
Center,115000.0,monolit,Verin Antarayin,Yerevan,75.0,3.0
Center,115000.0,stone,Koryun alley,Yerevan,107.0,2.8
Center,115000.0,stone,Vardanants St,Yerevan,82.0,3.2
Center,115000.0,other,Koghbatsi St,Yerevan,78.0,2.8
Center,115000.0,monolit,Antarayin St,Yerevan,121.0,3.0
Center,115000.0,stone,Khanjyan St,Yerevan,90.0,3.2
Center,117000.0,stone,Abovyan St,Yerevan,115.0,2.8
Center,117000.0,monolit,Baghramyan Ave (Kentron),Yerevan,115.0,3.0
Center,117000.0,monolit,Moskovyan St,Yerevan,96.0,2.8
Center,117000.0,other,Sayat Nova Ave,Yerevan,105.0,3.2
Center,117000.0,stone,Abovyan St,Yerevan,110.0,2.8
Center,117000.0,panel,Koghbatsi St,Yerevan,75.0,2.8
Center,117000.0,stone,Abovyan St,Yerevan,65.0,3.2
Center,117000.0,stone,Moskovyan St,Yerevan,80.0,3.2
Center,117000.0,monolit,Aram St,Yerevan,60.0,2.8
Center,127000.0,stone,Sayat Nova Ave,Yerevan,90.0,3.0
Center,117000.0,stone,Abovyan St,Yerevan,119.0,2.8
Center,127500.0,monolit,Sayat Nova Ave,Yerevan,91.0,3.0
Center,128000.0,stone,Nalbandyan St,Yerevan,64.0,3.0
Center,128000.0,stone,Baghramyan Ave (Kentron),Yerevan,125.0,3.2
Center,128000.0,monolit,Sayat Nova Ave,Yerevan,86.0,2.8
Center,128000.0,monolit,Sayat Nova Ave,Yerevan,91.0,3.0
Center,127000.0,monolit,Yekmalyan St,Yerevan,71.0,3.0
Center,129000.0,monolit,Aram St,Yerevan,112.0,3.2
Center,129000.0,stone,A.Manukyan St,Yerevan,100.0,2.8
Center,128000.0,monolit,NarDos St,Yerevan,125.0,2.8
Center,129000.0,panel,M.Khorenatsi St,Yerevan,90.0,2.8
Center,130000.0,stone,Zakyan St,Yerevan,120.0,3.0
Center,130000.0,stone,Zakyan St,Yerevan,70.0,2.8
Center,130000.0,stone,D. Demirchyan St,Yerevan,90.0,3.0
Center,128000.0,monolit,Teryan St,Yerevan,136.0,3.2
Center,130000.0,stone,Kilikia district,Yerevan,110.0,3.2
Center,130000.0,monolit,Buzand St,Yerevan,60.0,2.8
Center,130000.0,monolit,Saryan St,Yerevan,81.0,2.8
Center,130000.0,panel,Nalbandyan St,Yerevan,81.0,2.8
Center,130000.0,stone,Heratsi St,Yerevan,100.0,3.2
Center,130000.0,stone,Teryan St,Yerevan,71.0,2.8
Center,130000.0,monolit,Aram St,Yerevan,60.0,2.8
Center,130000.0,stone,Spendiaryan St,Yerevan,80.0,3.2
Center,130000.0,stone,Bayron St,Yerevan,80.0,3.2
Center,130000.0,stone,Mashtots Ave,Yerevan,100.0,3.0
Center,130000.0,panel,Agatangeghos St,Yerevan,93.0,3.0
Center,130000.0,panel,Ghazar Parpetsi St,Yerevan,75.0,2.8
Center,130000.0,stone,Tpagrichner St,Yerevan,95.0,3.2
Center,130000.0,monolit,Rostom St,Yerevan,130.0,3.0
Center,130000.0,monolit,Buzand St,Yerevan,54.0,3.2
Center,130000.0,other,Nalbandyan St,Yerevan,126.0,2.8
Center,130000.0,stone,E. Qochar St,Yerevan,75.0,2.8
Center,130000.0,stone,Abovyan St,Yerevan,110.0,3.2
Center,130000.0,monolit,Argishti St,Yerevan,120.0,3.0
Center,130000.0,stone,Abovyan St,Yerevan,90.0,3.2
Center,130000.0,monolit,Tigran Mets Ave,Yerevan,105.0,3.0
Center,130000.0,stone,Teryan St,Yerevan,60.0,2.8
Center,130000.0,stone,Mashtots Ave,Yerevan,90.0,3.2
Center,130000.0,stone,Hanrapetutyan St,Yerevan,85.0,2.8
Center,130000.0,panel,Vardanants St,Yerevan,80.0,2.8
Center,130000.0,stone,A.Manukyan St,Yerevan,100.0,3.2
Center,125000.0,monolit,Buzand St,Yerevan,60.0,3.0
Center,125000.0,stone,Charents St,Yerevan,110.0,2.8
Center,125000.0,stone,Abovyan St,Yerevan,102.0,3.0
Center,125000.0,monolit,Aram St,Yerevan,60.0,3.0
Center,125000.0,monolit,Buzand St,Yerevan,60.0,3.0
Center,125000.0,panel,Aghayan St,Yerevan,92.0,2.8
Center,125000.0,monolit,Yekmalyan St,Yerevan,100.0,3.2
Center,125000.0,stone,Mashtots Ave,Yerevan,71.0,3.2
Center,125000.0,monolit,Aram St,Yerevan,116.0,3.0
Center,125000.0,monolit,Amiryan St,Yerevan,90.0,2.8
Center,125000.0,other,Hanrapetutyan St,Yerevan,100.0,2.8
Center,125000.0,other,Khanjyan St,Yerevan,110.0,3.0
Center,125000.0,other,Tumanyan St,Yerevan,112.0,2.8
Center,125000.0,stone,Khanjyan St,Yerevan,110.0,3.2
Center,130000.0,panel,Israelyan St,Yerevan,130.0,2.8
Center,125000.0,stone,Khanjyan St,Yerevan,110.0,3.2
Center,125000.0,stone,Khanjyan St,Yerevan,110.0,3.0
Center,130000.0,stone,Leo St,Yerevan,106.0,3.0
Center,130000.0,stone,Charents St,Yerevan,125.0,3.0
Center,130000.0,stone,Tumanyan St,Yerevan,82.0,3.0
Center,130000.0,monolit,Argishti St,Yerevan,103.0,3.0
Center,130000.0,stone,Teryan St,Yerevan,58.0,2.8
Center,130000.0,panel,Sayat Nova Ave,Yerevan,101.0,2.8
Center,130000.0,stone,Sayat Nova Ave,Yerevan,96.0,3.2
Center,130000.0,stone,Teryan St,Yerevan,60.0,2.8
Center,130000.0,stone,Pushkin St,Yerevan,75.0,3.0
Center,132000.0,stone,Leo St,Yerevan,100.0,2.8
Center,130000.0,panel,Sayat Nova Ave,Yerevan,71.0,2.8
Center,132000.0,monolit,Amiryan St,Yerevan,132.0,3.0
Center,130000.0,stone,Sayat Nova Ave,Yerevan,96.0,3.2
Center,132000.0,monolit,Sayat Nova Ave,Yerevan,77.0,2.8
Center,85000.0,panel,Baghramyan Ave (Kentron),Yerevan,90.0,2.8
Center,160000.0,stone,Abovyan St,Yerevan,70.0,2.8
Center,175000.0,other,Antarayin St,Yerevan,122.0,2.8
Center,125000.0,panel,Israelyan St,Yerevan,130.0,2.8
Center,57000.0,stone,Tigran Mets Ave,Yerevan,64.0,2.8
Center,75000.0,stone,Vardanants St,Yerevan,105.0,2.8
Center,59000.0,stone,Tigran Mets Ave,Yerevan,70.0,2.8
Center,140000.0,monolit,M.Khorenatsi St,Yerevan,97.0,3.0
Center,110000.0,panel,Sayat Nova Ave,Yerevan,75.0,2.8
Center,135000.0,monolit,Tumanyan St,Yerevan,90.0,2.8
Center,135000.0,stone,Pushkin St,Yerevan,140.0,3.2
Center,135000.0,monolit,Yekmalyan St,Yerevan,80.0,3.0
Center,135000.0,stone,Tumanyan St,Yerevan,62.0,2.8
Center,60000.0,panel,E. Qochar St,Yerevan,90.0,2.8
Center,135000.0,stone,Zakyan St,Yerevan,110.0,2.8
Center,135000.0,other,Tsitsernakaberd Highway,Yerevan,100.0,2.8
Center,135000.0,panel,Saryan St,Yerevan,120.0,3.2
Center,135000.0,monolit,Mashtots Ave,Yerevan,90.0,2.8
Center,135000.0,monolit,Tsitsernakaberd Highway,Yerevan,98.0,3.0
Center,135000.0,other,Mashtots Ave,Yerevan,90.0,2.8
Center,135000.0,monolit,Tsitsernakaberd Highway,Yerevan,100.0,2.8
Center,135000.0,other,Pushkin St,Yerevan,80.0,2.8
Center,135000.0,stone,Nalbandyan St,Yerevan,140.0,3.0
Center,135000.0,stone,Tamanyan St,Yerevan,68.0,3.2
Center,135000.0,monolit,Tsitsernakaberd Highway,Yerevan,100.0,3.0
Center,135000.0,monolit,Tsitsernakaberd Highway,Yerevan,100.0,2.8
Center,135000.0,stone,Mashtots Ave,Yerevan,133.0,3.2
Center,135000.0,monolit,Mashtots Ave,Yerevan,90.0,3.0
Center,135000.0,stone,Moskovyan St,Yerevan,81.0,3.2
Center,135000.0,stone,Nalbandyan St,Yerevan,110.0,2.8
Center,135000.0,monolit,Tsitsernakaberd Highway,Yerevan,100.0,2.8
Center,135000.0,monolit,Tsitsernakaberd Highway,Yerevan,100.0,3.0
Center,135000.0,monolit,Tsitsernakaberd Highway,Yerevan,100.0,2.8
Center,138000.0,stone,Tigran Mets Ave,Yerevan,86.0,3.2
Center,138000.0,stone,Charents St,Yerevan,123.0,3.2
Center,138000.0,monolit,D. Demirchyan St,Yerevan,110.0,2.8
Center,138000.0,stone,Teryan St,Yerevan,65.0,3.0
Center,137000.0,other,Mashtots Ave,Yerevan,90.0,3.0
Center,138000.0,stone,A.Manukyan St,Yerevan,100.0,3.0
Center,139000.0,stone,Ghazar Parpetsi St,Yerevan,120.0,3.2
Center,140000.0,stone,Moskovyan St,Yerevan,72.0,3.2
Center,139000.0,monolit,Amiryan St,Yerevan,80.0,3.0
Center,140000.0,stone,Mashtots Ave,Yerevan,71.0,3.2
Center,140000.0,panel,Tumanyan St,Yerevan,80.0,2.8
Center,139000.0,stone,Teryan St,Yerevan,71.0,3.2
Center,140000.0,panel,Aygestan 10 St,Yerevan,110.0,3.0
Center,140000.0,stone,Mashtots Ave,Yerevan,95.0,3.2
Center,140000.0,monolit,Sayat Nova Ave,Yerevan,80.0,3.0
Center,140000.0,stone,A.Manukyan St,Yerevan,100.0,2.8
Center,140000.0,stone,Tumanyan St,Yerevan,120.0,2.8
Center,140000.0,stone,Moskovyan St,Yerevan,46.0,3.0
Center,130000.0,stone,Leo St,Yerevan,100.0,3.0
Center,135000.0,monolit,Tigran Mets Ave,Yerevan,107.0,3.0
Center,135000.0,monolit,Mashtots Ave,Yerevan,90.0,3.0
Center,110000.0,monolit,Amiryan St,Yerevan,65.0,3.0
Center,95000.0,stone,Mashtots Ave,Yerevan,76.0,2.8
Center,85000.0,stone,Vardanants St,Yerevan,96.0,2.8
Center,56000.0,stone,Vardanants St,Yerevan,36.0,2.8
Center,79500.0,stone,Vardanants St,Yerevan,60.0,2.8
Center,100000.0,panel,E. Qochar St,Yerevan,96.0,2.8
Center,68000.0,panel,E. Qochar St,Yerevan,80.0,2.8
Center,35000.0,monolit,Vardanants St,Yerevan,43.0,2.8
Center,250000.0,other,Vardanants St,Yerevan,130.0,2.8
Center,120000.0,stone,Teryan St,Yerevan,87.0,2.8
Center,100000.0,stone,Tpagrichner St,Yerevan,80.0,2.8
Center,76000.0,stone,Hanrapetutyan St,Yerevan,51.0,3.2
Center,93000.0,stone,Moskovyan St,Yerevan,54.0,3.2
Center,150000.0,stone,Abovyan St,Yerevan,70.0,3.2
Center,112000.0,other,Sayat Nova Ave,Yerevan,82.0,2.8
Center,72000.0,panel,Nalbandyan St,Yerevan,53.0,2.8
Center,110000.0,stone,Mashtots Ave,Yerevan,102.0,3.2
Center,71000.0,stone,Baghramyan Ave (Kentron),Yerevan,61.0,3.2
Center,30000.0,stone,Koryun alley,Yerevan,33.0,3.0
Center,200000.0,stone,Tamanyan St,Yerevan,72.0,3.0
Center,77000.0,stone,Mashtots Ave,Yerevan,62.0,3.0
Center,70000.0,panel,Hin yerevantsi St,Yerevan,46.0,2.8
Center,50000.0,panel,Kajaznuni St,Yerevan,40.0,2.8
Center,72000.0,monolit,Tsitsernakaberd Highway,Yerevan,70.0,2.8
Center,66000.0,stone,Baghramyan Ave (Kentron),Yerevan,53.0,3.0
Center,115000.0,monolit,Antarayin St,Yerevan,85.0,3.0
Center,100000.0,stone,Sayat Nova Ave,Yerevan,70.0,2.8
Center,85000.0,panel,Agatangeghos St,Yerevan,95.0,2.8
Center,133300.0,monolit,Leo St,Yerevan,86.0,3.2
Center,75000.0,stone,Khanjyan St,Yerevan,76.0,3.2
Center,76000.0,panel,E. Qochar St,Yerevan,80.0,3.0
Center,65000.0,panel,M.Khorenatsi St,Yerevan,72.0,2.8
Center,43000.0,stone,Tigran Mets Ave,Yerevan,34.0,3.0
Center,43000.0,monolit,Argishti St,Yerevan,37.0,3.0
Center,42900.0,panel,Pushkin St,Yerevan,40.0,2.8
Center,43000.0,panel,Tigran Mets Ave,Yerevan,42.0,2.8
Center,42500.0,panel,A.Manukyan St,Yerevan,40.0,2.8
Center,42500.0,panel,Vardanants St,Yerevan,40.0,3.0
Center,42000.0,stone,M.Khorenatsi St,Yerevan,72.0,3.2
Center,44000.0,panel,E. Qochar St,Yerevan,51.0,2.8
Center,43500.0,other,Kajaznuni St,Yerevan,40.0,2.8
Center,45000.0,panel,Bryusov St,Yerevan,101.0,3.0
Center,44000.0,panel,Kajaznuni St,Yerevan,70.0,2.8
Center,44000.0,other,Tigran Mets Ave,Yerevan,43.0,3.0
Center,145000.0,stone,Hanrapetutyan St,Yerevan,94.0,3.0
Center,145000.0,monolit,Antarayin St,Yerevan,145.0,3.0
Center,145000.0,stone,Saryan St,Yerevan,123.0,2.8
Center,145000.0,monolit,Aram St,Yerevan,111.0,3.2
Center,145000.0,panel,Nalbandyan St,Yerevan,96.0,2.8
Center,145000.0,stone,Bayron St,Yerevan,85.0,3.0
Center,145000.0,stone,M.Khorenatsi St,Yerevan,100.0,3.0
Center,145000.0,panel,Paronyan St,Yerevan,109.0,2.8
Center,145000.0,stone,Tumanyan St,Yerevan,80.0,2.8
Center,145000.0,monolit,Tsitsernakaberd Highway,Yerevan,115.0,2.8
Center,145000.0,stone,Tumanyan St,Yerevan,93.0,2.8
Center,145000.0,other,Rostom St,Yerevan,130.0,2.8
Center,145000.0,monolit,Aram St,Yerevan,111.0,3.0
Center,148000.0,other,Buzand St,Yerevan,134.0,3.0
Center,149000.0,monolit,Amiryan St,Yerevan,80.0,3.0
Center,149000.0,monolit,Aram St,Yerevan,80.0,3.2
Center,147000.0,monolit,Verin Antarayin,Yerevan,125.0,3.2
Center,148000.0,stone,Nalbandyan St,Yerevan,114.0,3.8
Center,149000.0,monolit,Aram St,Yerevan,80.0,3.0
Center,149000.0,stone,Teryan St,Yerevan,47.0,3.2
Center,150000.0,monolit,Sayat Nova Ave,Yerevan,95.0,3.0
Center,149000.0,monolit,Aram St,Yerevan,80.0,3.0
Center,150000.0,other,Aram St,Yerevan,111.0,3.0
Center,149000.0,stone,Mashtots Ave,Yerevan,106.0,2.8
Center,150000.0,stone,Tumanyan St,Yerevan,49.0,3.2
Center,150000.0,panel,Baghramyan Ave  1 blind end,Yerevan,115.0,2.8
Center,43000.0,other,Tigran Mets Ave,Yerevan,42.0,2.8
Center,43000.0,stone,Tpagrichner St,Yerevan,38.0,3.2
Center,43000.0,stone,Tpagrichner St,Yerevan,40.0,2.8
Center,90000.0,panel,M.Khorenatsi St,Yerevan,74.0,2.8
Center,64000.0,monolit,Amiryan St,Yerevan,60.0,3.0
Center,95000.0,panel,Moskovyan St,Yerevan,76.0,2.8
Center,62000.0,monolit,Argishti St,Yerevan,57.0,3.0
Center,84000.0,stone,Mashtots Ave,Yerevan,68.0,3.2
Center,85000.0,monolit,Buzand St,Yerevan,53.0,3.0
Center,155000.0,stone,Bayron St,Yerevan,95.0,3.0
Center,69000.0,panel,Tumanyan St,Yerevan,42.0,2.8
Center,48000.0,panel,Kajaznuni St,Yerevan,52.0,2.8
Center,150000.0,stone,Saryan St,Yerevan,93.0,3.0
Center,95000.0,stone,Nalbandyan St,Yerevan,78.0,3.2
Center,160000.0,monolit,Argishti St,Yerevan,112.0,3.0
Center,155000.0,stone,Sayat Nova Ave,Yerevan,106.0,3.0
Center,95000.0,other,Sayat Nova Ave,Yerevan,63.0,3.0
Center,70000.0,monolit,Tsitsernakaberd Highway,Yerevan,60.0,3.0
Center,68000.0,stone,Hanrapetutyan St,Yerevan,62.0,3.0
Center,98000.0,monolit,Tsitsernakaberd Highway,Yerevan,116.0,3.2
Center,120000.0,stone,Mashtots Ave,Yerevan,75.0,3.2
Center,46000.0,panel,Tumanyan St,Yerevan,40.0,2.8
Center,110000.0,stone,Tumanyan St,Yerevan,45.0,3.2
Center,92000.0,panel,Koghbatsi St,Yerevan,95.0,2.8
Center,127000.0,panel,Koghbatsi St,Yerevan,100.0,2.8
Center,150000.0,stone,Tumanyan St,Yerevan,105.0,3.2
Center,90000.0,stone,Khanjyan St,Yerevan,71.0,3.0
Center,72000.0,panel,Tumanyan St,Yerevan,54.0,2.8
Center,78000.0,stone,Tpagrichner St,Yerevan,70.0,2.8
Center,120000.0,panel,Pushkin St,Yerevan,72.0,2.8
Center,155000.0,stone,Koghbatsi St,Yerevan,100.0,2.8
Center,123000.0,panel,Hanrapetutyan St,Yerevan,89.0,2.8
Center,120000.0,monolit,Paronyan St,Yerevan,101.0,3.0
Center,105000.0,monolit,Verin Antarayin,Yerevan,81.0,2.8
Center,135000.0,monolit,Amiryan St,Yerevan,90.0,3.0
Center,78000.0,stone,Khanjyan St,Yerevan,76.0,3.2
Center,95000.0,stone,Nalbandyan St,Yerevan,86.0,3.0
Center,74000.0,panel,Hin yerevantsi St,Yerevan,50.0,2.8
Center,118000.0,stone,Nalbandyan St,Yerevan,80.0,3.0
Center,93000.0,panel,Pushkin St,Yerevan,77.0,3.0
Center,85000.0,stone,Paronyan St,Yerevan,74.0,3.2
Center,73000.0,panel,M.Khorenatsi St,Yerevan,70.0,3.0
Center,140000.0,stone,Sayat Nova Ave,Yerevan,96.0,3.0
Center,125000.0,stone,Isahakyan St,Yerevan,60.0,3.2
Center,75000.0,stone,Vardanants St,Yerevan,80.0,3.2
Center,41800.0,panel,Pushkin St,Yerevan,40.0,2.8
Center,41800.0,stone,D. Demirchyan St,Yerevan,48.0,2.8
Center,64000.0,panel,E. Qochar St,Yerevan,68.0,2.8
Center,41000.0,stone,Nalbandyan St,Yerevan,40.0,2.8
Center,170000.0,stone,Antarayin St,Yerevan,110.0,3.0
Center,41000.0,panel,Kajaznuni St,Yerevan,42.0,2.8
Center,79000.0,other,Tsitsernakaberd Highway,Yerevan,75.0,3.0
Center,120000.0,monolit,Mashtots Ave,Yerevan,60.0,3.0
Center,128000.0,panel,M.Khorenatsi St,Yerevan,87.0,2.8
Center,250000.0,monolit,Verin Antarayin,Yerevan,148.0,3.0
Center,125000.0,other,Koghbatsi St,Yerevan,110.0,2.8
Center,70000.0,panel,E. Qochar St,Yerevan,83.0,2.8
Center,52000.0,panel,Tsaturian St,Yerevan,67.0,2.8
Center,125000.0,other,Mashtots Ave,Yerevan,66.0,2.8
Center,120000.0,panel,Pushkin St,Yerevan,106.0,2.8
Center,120000.0,other,Nalbandyan St,Yerevan,90.0,2.8
Center,115000.0,monolit,Buzand St,Yerevan,59.0,3.0
Center,75000.0,panel,E. Qochar St,Yerevan,90.0,2.8
Center,39000.0,monolit,Argishti St,Yerevan,36.0,3.0
Center,39000.0,panel,D. Demirchyan St,Yerevan,45.0,2.8
Center,138000.0,stone,Nalbandyan St,Yerevan,127.0,2.8
Center,95000.0,monolit,Rostom St,Yerevan,76.0,3.0
Center,137000.0,monolit,Tsitsernakaberd Highway,Yerevan,100.0,2.8
Center,105000.0,stone,Sayat Nova Ave,Yerevan,72.0,3.0
Center,37000.0,panel,Tigran Mets Ave,Yerevan,42.0,2.8
Center,150000.0,stone,Teryan St,Yerevan,60.0,3.0
Center,48000.0,panel,Mashtots Ave,Yerevan,41.0,2.8
Center,95000.0,monolit,Argishti St,Yerevan,105.0,2.8
Center,48000.0,other,NarDos St,Yerevan,64.0,2.8
Center,38000.0,panel,Koghbatsi St,Yerevan,40.0,2.8
Center,38000.0,other,Argishti St,Yerevan,40.0,3.0
Center,38000.0,panel,Koghbatsi St,Yerevan,40.0,2.8
Center,38000.0,panel,D. Demirchyan St,Yerevan,44.0,2.8
Center,35000.0,stone,Tigran Mets Ave,Yerevan,57.0,2.8
Center,36000.0,stone,Tigran Mets Ave,Yerevan,43.0,3.2
Center,36000.0,stone,Tigran Mets Ave,Yerevan,90.0,3.2
Center,35900.0,panel,Tigran Mets Ave,Yerevan,47.0,2.8
Center,149000.0,monolit,Northern Ave,Yerevan,70.0,3.0
Center,36000.0,monolit,Argishti St,Yerevan,36.0,3.2
Center,155000.0,monolit,Northern Ave,Yerevan,130.0,3.0
Center,105000.0,stone,Nalbandyan St,Yerevan,75.0,2.8
