district,price,building_type,street,region,area,ceiling_height
Center,160000.0,other,D. Demirchyan St,Yerevan,84.0,3.0
Center,160000.0,stone,Tumanyan St,Yerevan,85.0,3.2
Center,40000.0,panel,Arshakunyats Ave,Yerevan,67.0,2.8
Center,160000.0,monolit,Amiryan St,Yerevan,82.0,2.8
Center,158000.0,stone,Mashtots Ave,Yerevan,125.0,3.2
Center,156000.0,monolit,Verin Antarayin,Yerevan,137.0,3.0
Center,155000.0,stone,Tumanyan St,Yerevan,60.0,3.2
Center,155000.0,stone,Hanrapetutyan St,Yerevan,112.0,3.0
Center,155000.0,stone,Sayat Nova Ave,Yerevan,105.0,3.2
Center,155000.0,monolit,Teryan St,Yerevan,70.0,3.0
Center,155000.0,stone,Tumanyan St,Yerevan,60.0,3.2
Center,155000.0,stone,Tamanyan St,Yerevan,57.0,3.2
Center,155000.0,stone,Sayat Nova Ave,Yerevan,110.0,3.2
Center,45000.0,stone,M.Khorenatsi St,Yerevan,46.0,2.8
Center,45000.0,other,Zavaryan St,Yerevan,43.0,2.8
Center,155000.0,stone,Sayat Nova Ave,Yerevan,106.0,3.2
Center,155000.0,monolit,D. Demirchyan St,Yerevan,105.0,2.8
Center,135000.0,monolit,Verin Antarayin,Yerevan,93.0,2.8
Center,135000.0,stone,Abovyan St,Yerevan,80.0,2.8
Center,135000.0,monolit,Mashtots Ave,Yerevan,90.0,3.0
Center,135000.0,stone,Vardanants St,Yerevan,96.0,3.0
Center,42000.0,stone,Tigran Mets Ave,Yerevan,75.0,3.0
Center,42000.0,monolit,E. Qochar St,Yerevan,45.0,2.8
Center,42000.0,panel,Kajaznuni St,Yerevan,67.0,2.8
Center,41000.0,stone,Heratsi St,Yerevan,45.0,3.2
Center,42000.0,panel,Saryan St,Yerevan,40.0,2.8
Center,42000.0,panel,Kajaznuni St,Yerevan,48.0,2.8
Center,42000.0,stone,Heratsi St,Yerevan,45.0,2.8
Center,135000.0,stone,Aghayan St,Yerevan,85.0,3.2
Center,133000.0,stone,Abovyan St,Yerevan,70.0,2.8
Center,42000.0,panel,E. Qochar St,Yerevan,75.0,2.8
Center,133000.0,monolit,Verin Antarayin,Yerevan,78.0,3.2
Center,135000.0,panel,Sayat Nova Ave,Yerevan,77.0,2.8
Center,133000.0,panel,Moskovyan St,Yerevan,72.0,2.8
Center,135000.0,monolit,Mashtots Ave,Yerevan,90.0,3.2
Center,135000.0,stone,Tigran Mets Ave,Yerevan,86.0,3.2
Center,135000.0,panel,Tumanyan St,Yerevan,80.0,2.8
Center,135000.0,panel,Sayat Nova Ave,Yerevan,70.0,2.8
Center,140000.0,stone,Tumanyan St,Yerevan,96.0,3.2
Center,135000.0,monolit,Aram St,Yerevan,90.0,2.8
Center,95000.0,monolit,Aram St,Yerevan,73.0,3.2
Center,80000.0,stone,Mashtots Ave,Yerevan,65.0,3.0
Center,90000.0,monolit,Argishti St,Yerevan,76.0,3.0
Center,145000.0,monolit,Aram St,Yerevan,86.0,3.0
Center,145000.0,stone,Sayat Nova Ave,Yerevan,67.0,2.8
Center,150000.0,panel,Saryan St,Yerevan,97.0,2.8
Center,145000.0,stone,Tumanyan St,Yerevan,60.0,2.8
Center,145000.0,monolit,Argishti St,Yerevan,112.0,2.8
Center,145000.0,stone,Mashtots Ave,Yerevan,110.0,3.2
Center,127000.0,monolit,Aram St,Yerevan,112.0,3.2
Center,142000.0,other,Sayat Nova Ave,Yerevan,90.0,2.8
Center,145000.0,panel,Sayat Nova Ave,Yerevan,100.0,2.8
Center,40000.0,panel,M.Khorenatsi St,Yerevan,40.0,2.8
Center,140000.0,panel,Zakyan St,Yerevan,90.0,2.8
Center,140000.0,stone,Tumanyan St,Yerevan,105.0,3.2
Center,40800.0,other,D. Demirchyan St,Yerevan,39.0,3.2
Center,140000.0,panel,Moskovyan St,Yerevan,90.0,3.0
Center,85000.0,monolit,Tsitsernakaberd Highway,Yerevan,75.0,3.0
Center,95000.0,monolit,Proshyan 1 alley,Yerevan,72.0,2.8
Center,150000.0,panel,Saryan St,Yerevan,97.0,2.8
Center,150000.0,other,Charents St,Yerevan,70.0,3.0
Center,150000.0,stone,Bayron St,Yerevan,85.0,3.0
Center,150000.0,stone,Baghramyan Ave (Kentron),Yerevan,130.0,3.0
Center,150000.0,stone,Sayat Nova Ave,Yerevan,95.0,3.2
Center,150000.0,stone,Hanrapetutyan St,Yerevan,135.0,3.2
Center,150000.0,stone,Baghramyan Ave (Kentron),Yerevan,130.0,3.2
Center,145000.0,monolit,Mashtots Ave,Yerevan,133.0,3.0
Center,145000.0,monolit,Aram St,Yerevan,108.0,3.2
Center,145000.0,stone,Nalbandyan St,Yerevan,112.0,3.2
Center,145000.0,monolit,Pushkin St,Yerevan,93.0,3.0
Center,145000.0,stone,Abovyan St,Yerevan,60.0,2.8
Center,145000.0,stone,Moskovyan St,Yerevan,96.0,3.2
Center,90000.0,monolit,Tsitsernakaberd Highway,Yerevan,120.0,3.0
Center,140000.0,stone,Isahakyan St,Yerevan,93.0,3.2
Center,140000.0,stone,Isahakyan St,Yerevan,93.0,3.2
Center,140000.0,stone,Isahakyan St,Yerevan,93.0,3.2
Center,140000.0,stone,Sayat Nova Ave,Yerevan,63.0,3.0
Center,140000.0,stone,Nalbandyan St,Yerevan,95.0,2.8
Center,140000.0,monolit,Sayat Nova Ave,Yerevan,80.0,3.0
Center,140000.0,stone,Mashtots Ave,Yerevan,97.0,3.2
Center,140000.0,monolit,Tsitsernakaberd Highway,Yerevan,115.0,3.0
Center,140000.0,stone,Sayat Nova Ave,Yerevan,63.0,2.8
Center,140000.0,monolit,Ler. Kamsar St,Yerevan,102.0,3.0
Center,140000.0,panel,Mashtots Ave,Yerevan,92.0,2.8
Center,140000.0,stone,D. Demirchyan St,Yerevan,132.0,2.8
Center,83000.0,stone,Khanjyan St,Yerevan,75.0,3.2
Center,85000.0,panel,Sayat Nova Ave,Yerevan,75.0,2.8
Center,95000.0,stone,Mashtots Ave,Yerevan,85.0,3.0
Center,113000.0,panel,Buzand St,Yerevan,59.0,2.8
Center,46000.0,panel,E. Qochar St,Yerevan,53.0,2.8
Center,46000.0,stone,Mashtots Ave,Yerevan,40.0,3.0
Center,46000.0,other,E. Qochar St,Yerevan,75.0,2.8
Center,46000.0,panel,NarDos St,Yerevan,40.0,3.0
Center,81400.0,monolit,Antarayin St,Yerevan,74.0,3.2
Center,81400.0,monolit,Antarayin St,Yerevan,74.0,3.2
Center,76000.0,stone,Charents St,Yerevan,84.0,3.2
Center,70000.0,panel,Vardanants St,Yerevan,93.0,2.8
Center,130000.0,stone,Sayat Nova Ave,Yerevan,96.0,3.2
Center,95000.0,panel,Khanjyan St,Yerevan,64.0,2.8
Center,130000.0,stone,Argishti St,Yerevan,104.0,3.0
Center,55000.0,panel,M.Khorenatsi St,Yerevan,107.0,3.0
Center,95000.0,panel,D. Demirchyan St,Yerevan,85.0,2.8
Center,126000.0,panel,Koghbatsi St,Yerevan,100.0,2.8
Center,130000.0,stone,Sayat Nova Ave,Yerevan,97.0,3.2
Center,130000.0,monolit,Aram St,Yerevan,100.0,3.2
Center,130000.0,stone,Hanrapetutyan St,Yerevan,99.0,2.8
Center,130000.0,stone,Sayat Nova Ave,Yerevan,106.0,3.0
Center,60000.0,stone,D. Demirchyan St,Yerevan,70.0,3.0
Center,130000.0,stone,Vardanants St,Yerevan,138.0,3.0
Center,130000.0,panel,Koghbatsi St,Yerevan,80.0,3.0
Center,130000.0,stone,Teryan St,Yerevan,60.0,3.0
Center,52000.0,other,Argishti St,Yerevan,53.0,2.8
Center,45000.0,stone,Charents St,Yerevan,45.0,2.8
Center,50000.0,monolit,Argishti St,Yerevan,44.0,2.8
Center,50000.0,other,Mashtots Ave,Yerevan,47.0,2.6
Center,50000.0,stone,Vardanants St,Yerevan,36.0,2.8
Center,50000.0,other,M.Khorenatsi St,Yerevan,72.0,2.8
Center,50000.0,stone,Mashtots Ave,Yerevan,47.0,2.6
Center,50000.0,monolit,Tsitsernakaberd Highway,Yerevan,60.0,3.2
Center,50000.0,stone,Mashtots Ave,Yerevan,37.0,3.2
Center,50000.0,panel,E. Qochar St,Yerevan,55.0,2.8
Center,175000.0,other,Tsitsernakaberd Highway,Yerevan,115.0,2.8
Center,90000.0,monolit,M.Khorenatsi St,Yerevan,90.0,2.8
Center,160000.0,stone,Hanrapetutyan St,Yerevan,91.0,3.0
Center,90000.0,stone,Tigran Mets Ave,Yerevan,78.0,2.8
Center,120000.0,stone,Arshakunyats Ave,Yerevan,90.0,2.8
Center,120000.0,stone,Tpagrichner St,Yerevan,80.0,2.8
Center,120000.0,stone,Mashtots Ave,Yerevan,98.0,3.2
Center,120000.0,stone,Arshakunyats Ave,Yerevan,100.0,2.8
Center,120000.0,monolit,Argishti St,Yerevan,96.0,2.8
Center,120000.0,monolit,E. Qochar St,Yerevan,75.0,3.0
Center,120000.0,stone,Saryan St,Yerevan,71.0,2.8
Center,120000.0,stone,Tumanyan St,Yerevan,70.0,3.0
Center,120000.0,stone,Teryan St,Yerevan,90.0,3.0
Center,120000.0,monolit,Argishti St,Yerevan,117.0,3.0
Center,45000.0,panel,NarDos St,Yerevan,72.0,2.8
Center,120000.0,stone,Amiryan St,Yerevan,94.0,3.0
Center,120000.0,other,Baghramyan Ave (Kentron),Yerevan,67.0,2.8
Center,120000.0,monolit,Paronyan St,Yerevan,80.0,2.8
Center,120000.0,other,Khanjyan St,Yerevan,80.0,3.0
Center,119000.0,monolit,M.Khorenatsi St,Yerevan,80.0,3.0
Center,120000.0,stone,Buzand St,Yerevan,93.0,3.2
Center,49000.0,stone,Saryan St,Yerevan,45.0,2.8
Center,49500.0,other,NarDos St,Yerevan,76.0,2.8
Center,49500.0,stone,Arshakunyats Ave,Yerevan,62.0,2.8
Center,46000.0,monolit,Antarayin St,Yerevan,45.0,3.2
Center,46000.0,panel,Pushkin St,Yerevan,42.0,2.8
Center,47000.0,panel,Tsovakal Isakov Ave,Yerevan,68.0,2.8
Center,126000.0,panel,Koghbatsi St,Yerevan,100.0,2.8
Center,125000.0,stone,Sayat Nova Ave,Yerevan,110.0,3.2
Center,125000.0,stone,Hanrapetutyan St,Yerevan,90.0,3.0
Center,127000.0,stone,Charents St,Yerevan,123.0,3.0
Center,124000.0,stone,Sayat Nova Ave,Yerevan,105.0,3.2
Center,127000.0,monolit,Aram St,Yerevan,98.0,2.8
Center,125000.0,stone,Abovyan St,Yerevan,90.0,2.6
Center,125000.0,stone,Saryan St,Yerevan,90.0,3.2
Center,125000.0,stone,Charents St,Yerevan,110.0,2.8
Center,125000.0,stone,Abovyan St,Yerevan,90.0,2.8
Center,125000.0,stone,Tumanyan St,Yerevan,65.0,3.0
Center,125000.0,monolit,Antarayin St,Yerevan,108.0,3.2
Center,125000.0,panel,Israelyan St,Yerevan,130.0,2.8
Center,125000.0,stone,Isahakyan St,Yerevan,80.0,2.8
Center,124000.0,other,Buzand St,Yerevan,60.0,2.8
Center,125000.0,monolit,Argishti St,Yerevan,104.0,3.0
Center,125000.0,panel,Koghbatsi St,Yerevan,73.0,2.8
Center,48000.0,stone,Abovyan St,Yerevan,40.0,2.8
Center,124000.0,monolit,Pushkin St,Yerevan,140.0,2.8
Center,47000.0,panel,E. Qochar St,Yerevan,42.0,3.0
Center,47000.0,panel,NarDos St,Yerevan,40.0,2.8
Center,47000.0,other,M.Khorenatsi St,Yerevan,42.0,2.8
Center,46000.0,panel,Kajaznuni St,Yerevan,62.0,2.8
Center,46500.0,other,D. Demirchyan St,Yerevan,43.0,2.8
Center,47000.0,stone,Koryun St,Yerevan,35.0,3.2
Center,230000.0,stone,Mashtots Ave,Yerevan,100.0,3.0
Center,120000.0,panel,Mashtots Ave,Yerevan,90.0,2.8
Center,85000.0,monolit,Tsitsernakaberd Highway,Yerevan,65.0,3.0
Center,80000.0,stone,Hanrapetutyan St,Yerevan,48.0,3.0
Center,160000.0,monolit,Argishti St,Yerevan,112.0,3.0
Center,61000.0,stone,Hanrapetutyan St,Yerevan,61.0,3.0
Center,98300.0,other,Charents St,Yerevan,105.0,3.2
Center,93000.0,stone,Saryan St,Yerevan,54.0,2.8
Center,80000.0,stone,Mayisyan St,Yerevan,67.0,3.2
Center,115000.0,panel,Agatangeghos St,Yerevan,93.0,3.0
Center,83000.0,panel,Saryan St,Yerevan,71.0,2.8
Center,110000.0,monolit,Verin Antarayin,Yerevan,85.0,3.0
Center,115000.0,monolit,Baghramyan Ave (Kentron),Yerevan,116.0,3.2
Center,55000.0,stone,Mashtots Ave,Yerevan,58.0,3.2
Center,68000.0,panel,E. Qochar St,Yerevan,80.0,2.8
Center,115000.0,stone,Leo St,Yerevan,100.0,3.2
Center,76000.0,stone,Pushkin St,Yerevan,105.0,3.8
Center,90000.0,panel,Amiryan St,Yerevan,70.0,2.8
Center,72000.0,panel,Nalbandyan St,Yerevan,78.0,2.8
Center,68000.0,monolit,Tumanyan St,Yerevan,40.0,2.8
Center,90000.0,stone,Abovyan St,Yerevan,113.0,3.2
Center,67000.0,panel,Amiryan St,Yerevan,45.0,3.0
Center,45000.0,stone,Vardanants St,Yerevan,51.0,2.8
Center,45000.0,stone,Mashtots Ave,Yerevan,40.0,2.8
Center,123300.0,monolit,M.Khorenatsi St,Yerevan,137.0,3.0
Center,123000.0,stone,D. Demirchyan St,Yerevan,82.0,3.0
Center,122000.0,stone,Sayat Nova Ave,Yerevan,80.0,2.8
Center,123000.0,stone,Nalbandyan St,Yerevan,64.0,3.0
Center,122000.0,monolit,Nalbandyan St,Yerevan,65.0,2.8
Center,121000.0,monolit,Verin Antarayin,Yerevan,110.0,3.0
Center,121000.0,stone,Isahakyan St,Yerevan,60.0,3.2
Center,122000.0,monolit,Antarayin St,Yerevan,86.0,3.0
Center,121000.0,stone,Saryan St,Yerevan,92.0,3.0
Center,122000.0,monolit,Paronyan St,Yerevan,101.0,3.0
Center,120000.0,panel,Tumanyan St,Yerevan,63.0,2.8
Center,120000.0,panel,Tumanyan St,Yerevan,64.0,2.8
Center,120000.0,panel,Tumanyan St,Yerevan,63.0,2.8
Center,170000.0,stone,Sayat Nova Ave,Yerevan,93.0,3.2
Center,158000.0,stone,Sayat Nova Ave,Yerevan,120.0,3.2
Center,175000.0,monolit,Aram St,Yerevan,93.0,2.8
Center,140000.0,monolit,Rostom St,Yerevan,128.0,2.8
Center,112000.0,stone,Charents St,Yerevan,112.0,3.0
Center,145000.0,stone,Saryan St,Yerevan,122.0,2.8
Center,140000.0,monolit,Tamanyan St,Yerevan,75.0,3.2
Center,150000.0,stone,Tumanyan St,Yerevan,87.0,3.8
Center,120000.0,monolit,Buzand St,Yerevan,60.0,3.0
Center,76000.0,monolit,Tsitsernakaberd Highway,Yerevan,84.0,3.0
Center,80000.0,panel,Frik St,Yerevan,84.0,2.8
Center,70000.0,stone,Tigran Mets Ave,Yerevan,64.0,2.8
Center,150000.0,stone,Nalbandyan St,Yerevan,114.0,2.8
Center,110000.0,stone,Tumanyan St,Yerevan,45.0,2.8
Center,110000.0,stone,Mashtots Ave,Yerevan,72.0,2.8
Center,110000.0,monolit,Aram St,Yerevan,55.0,3.0
Center,110000.0,stone,Charents St,Yerevan,70.0,2.8
Center,110000.0,stone,Hanrapetutyan St,Yerevan,136.0,3.2
Center,110000.0,monolit,D. Demirchyan St,Yerevan,89.0,2.8
Center,110000.0,stone,Hanrapetutyan St,Yerevan,136.0,3.0
Center,82000.0,stone,Nalbandyan St,Yerevan,88.0,3.2
Center,80000.0,stone,Abovyan St,Yerevan,40.0,3.0
Center,72000.0,panel,Pushkin St,Yerevan,65.0,2.8
Center,110000.0,stone,Mashtots Ave,Yerevan,102.0,3.2
Center,110000.0,other,Amiryan St,Yerevan,87.0,2.8
Center,110000.0,stone,Abovyan St,Yerevan,70.0,3.0
Center,98000.0,stone,Mashtots Ave,Yerevan,92.0,3.2
Center,110000.0,other,Tpagrichner St,Yerevan,92.0,3.2
Center,110000.0,stone,G.Lusavorich St,Yerevan,82.0,2.6
Center,110000.0,stone,Heratsi St,Yerevan,78.0,3.0
Center,110000.0,stone,Sayat Nova Ave,Yerevan,55.0,3.0
Center,110000.0,stone,Koghbatsi St,Yerevan,77.0,2.8
Center,110000.0,stone,Abovyan St,Yerevan,82.0,3.0
Center,110000.0,monolit,Argishti St,Yerevan,117.0,3.0
Center,110000.0,panel,Sayat Nova Ave,Yerevan,75.0,2.8
Center,50000.0,other,Kajaznuni St,Yerevan,40.0,2.8
Center,110000.0,stone,Saryan St,Yerevan,90.0,3.0
Center,51000.0,monolit,Tigran Mets Ave,Yerevan,42.0,2.8
Center,51000.0,stone,Tigran Mets Ave,Yerevan,80.0,2.8
Center,110000.0,stone,Yekmalyan St,Yerevan,50.0,3.0
Center,110000.0,stone,D. Demirchyan St,Yerevan,67.0,3.2
Center,110000.0,monolit,Argishti St,Yerevan,106.0,2.8
Center,110000.0,stone,Zakyan St,Yerevan,105.0,3.0
Center,110000.0,monolit,Mashtots Ave,Yerevan,74.0,3.0
Center,110000.0,other,Tsitsernakaberd Highway,Yerevan,104.0,3.0
Center,110000.0,panel,NarDos St,Yerevan,92.0,2.8
Center,90000.0,panel,M.Khorenatsi St,Yerevan,90.0,3.0
Center,98000.0,panel,Aghayan St,Yerevan,75.0,3.0
Center,67000.0,panel,Saryan St,Yerevan,80.0,3.0
Center,72000.0,monolit,Tsitsernakaberd Highway,Yerevan,67.0,3.2
Center,98000.0,stone,Pushkin St,Yerevan,95.0,3.2
Center,48000.0,stone,Tigran Mets Ave,Yerevan,42.0,2.8
Center,48000.0,panel,Koghbatsi St,Yerevan,43.0,2.8
Center,115000.0,other,Paronyan St,Yerevan,80.0,2.8
Center,70000.0,stone,Tigran Mets Ave,Yerevan,64.0,2.8
Center,68000.0,monolit,Argishti St,Yerevan,52.0,2.8
Center,68000.0,monolit,Antarayin St,Yerevan,65.0,2.8
Center,74000.0,other,Hin yerevantsi St,Yerevan,47.0,2.8
Center,115000.0,stone,Leo St,Yerevan,100.0,2.8
Center,160000.0,monolit,Mashtots Ave,Yerevan,70.0,3.0
Center,90000.0,stone,Nalbandyan St,Yerevan,71.0,3.2
Center,82000.0,stone,Abovyan St,Yerevan,54.0,3.0
Center,96000.0,monolit,Sayat Nova Ave,Yerevan,80.0,2.8
Center,85000.0,stone,Mashtots Ave,Yerevan,53.0,2.8
Center,82000.0,stone,Mashtots Ave,Yerevan,50.0,3.2
Center,70000.0,panel,Amiryan St,Yerevan,67.0,2.8
Center,75000.0,monolit,E. Qochar St,Yerevan,80.0,2.8
Center,48000.0,stone,Tigran Mets Ave,Yerevan,51.0,3.2
Center,85000.0,stone,H. Shahinyan St,Yerevan,80.0,3.0
Center,90000.0,monolit,Sayat Nova Ave,Yerevan,75.0,3.0
Center,71000.0,stone,D. Demirchyan St,Yerevan,54.0,2.8
Center,94000.0,monolit,Argishti St,Yerevan,94.0,3.0
Center,77000.0,panel,D. Demirchyan St,Yerevan,49.0,2.8
Center,81000.0,stone,Charents St,Yerevan,67.0,3.0
Center,150000.0,monolit,Amiryan St,Yerevan,70.0,3.2
Center,95000.0,monolit,Sayat Nova Ave,Yerevan,56.0,3.0
Center,114000.0,monolit,Amiryan St,Yerevan,60.0,2.8
Center,110000.0,panel,Saryan St,Yerevan,75.0,2.6
Center,110000.0,panel,M.Khorenatsi St,Yerevan,100.0,3.2
Center,110000.0,other,Tigran Mets Ave,Yerevan,116.0,2.8
Center,110000.0,panel,Saryan St,Yerevan,75.0,2.6
Center,110000.0,other,Mashtots Ave,Yerevan,90.0,2.8
Center,110000.0,other,Verin Antarayin,Yerevan,85.0,3.2
Center,110000.0,stone,Baghramyan Ave (Kentron),Yerevan,50.0,2.8
Center,50000.0,panel,D. Demirchyan St,Yerevan,46.0,2.8
Center,110000.0,panel,Sayat Nova Ave,Yerevan,95.0,2.8
Center,112000.0,stone,Koryun St,Yerevan,100.0,3.0
Center,115000.0,panel,Mashtots Ave,Yerevan,81.0,2.8
Center,115000.0,stone,Khanjyan St,Yerevan,100.0,2.8
Center,48000.0,monolit,Argishti St,Yerevan,52.0,3.0
Center,48000.0,panel,Saryan St,Yerevan,48.0,2.8
Center,48000.0,panel,Mashtots Ave,Yerevan,42.0,2.8
Center,69000.0,stone,Tumanyan St,Yerevan,51.0,3.2
Center,83000.0,panel,Mashtots Ave,Yerevan,73.0,2.8
Center,71000.0,panel,Hin yerevantsi St,Yerevan,46.0,3.0
Center,85000.0,stone,Charents St,Yerevan,81.0,3.2
Center,115000.0,other,Rostom St,Yerevan,130.0,2.8
Center,48000.0,panel,M.Khorenatsi St,Yerevan,51.0,2.8
Center,112500.0,monolit,Dzorap St,Yerevan,75.0,3.0
Center,48000.0,panel,M.Khorenatsi St,Yerevan,65.0,2.8
Center,114000.0,panel,Saryan St,Yerevan,71.0,2.8
Center,115000.0,other,Pushkin St,Yerevan,107.0,2.8
Center,118000.0,monolit,M.Khorenatsi St,Yerevan,100.0,3.0
Center,118000.0,panel,Tumanyan St,Yerevan,63.0,2.8
Center,118000.0,panel,Hanrapetutyan St,Yerevan,94.0,2.8
Center,118000.0,stone,Tigran Mets Ave,Yerevan,95.0,3.0
Center,111900.0,stone,Tumanyan St,Yerevan,100.0,3.2
Center,115000.0,stone,Charents St,Yerevan,94.0,3.2
Center,111000.0,stone,Moskovyan St,Yerevan,61.0,2.8
Center,110000.0,monolit,Aygestan St,Yerevan,123.0,3.0
Center,110000.0,monolit,NarDos St,Yerevan,92.0,2.8
Center,110000.0,stone,Mashtots Ave,Yerevan,117.0,2.8
Center,112000.0,stone,Tpagrichner St,Yerevan,94.0,3.0
Center,115000.0,stone,Hanrapetutyan St,Yerevan,80.0,3.0
Center,110000.0,stone,Leo St,Yerevan,100.0,2.8
Center,115000.0,stone,Abovyan St,Yerevan,103.0,2.6
Center,110000.0,stone,Koryun St,Yerevan,105.0,2.8
Center,115000.0,stone,Tamanyan St,Yerevan,40.0,3.2
Center,115000.0,stone,D. Demirchyan St,Yerevan,113.0,2.8
Center,115000.0,monolit,Aram St,Yerevan,54.0,2.8
Center,115000.0,stone,Amiryan St,Yerevan,88.0,3.2
Center,115000.0,panel,Pushkin St,Yerevan,93.0,2.8
Center,115000.0,panel,Nalbandyan St,Yerevan,82.0,2.8
Center,115000.0,monolit,Argishti St,Yerevan,96.0,3.0
Center,50000.0,stone,Mashtots Ave,Yerevan,37.0,3.2
Center,50000.0,monolit,Israelyan St,Yerevan,52.0,2.8
Center,50000.0,stone,Leo St,Yerevan,55.0,3.2
Center,50000.0,stone,Mashtots Ave,Yerevan,47.0,2.6
Center,50000.0,panel,M.Khorenatsi St,Yerevan,85.0,2.8
Center,115000.0,panel,Amiryan St,Yerevan,110.0,2.8
Center,115000.0,stone,Sayat Nova Ave,Yerevan,72.0,3.0
Center,115000.0,stone,Sayat Nova Ave,Yerevan,105.0,3.0
Center,115000.0,monolit,Argishti St,Yerevan,112.0,3.2
Center,115000.0,stone,Mashtots Ave,Yerevan,110.0,3.0
Center,115000.0,stone,Zakyan St,Yerevan,80.0,2.8
Center,115000.0,stone,Arshakunyats Ave,Yerevan,105.0,3.2
Center,115000.0,stone,Sayat Nova Ave,Yerevan,105.0,3.2
Center,115000.0,monolit,Paronyan St,Yerevan,101.0,3.0
Center,115000.0,panel,Mashtots Ave,Yerevan,90.0,2.8
Center,115000.0,stone,Sayat Nova Ave,Yerevan,97.0,3.0
Center,110000.0,stone,Khanjyan St,Yerevan,80.0,3.0
Center,110000.0,panel,Agatangeghos St,Yerevan,90.0,3.0
Center,110000.0,panel,Saryan St,Yerevan,72.0,2.8
Center,145000.0,stone,Abovyan St,Yerevan,107.0,3.0
Center,80000.0,stone,Tigran Mets Ave,Yerevan,80.0,2.8
Center,77000.0,panel,Charents St,Yerevan,86.0,2.8
Center,42000.0,other,Kajaznuni St,Yerevan,48.0,2.8
Center,95000.0,panel,Tumanyan St,Yerevan,94.0,2.8
Center,95000.0,panel,Amiryan St,Yerevan,69.0,2.8
Center,95000.0,panel,Vardanants St,Yerevan,60.0,2.8
Center,95000.0,stone,Tumanyan 1 passage,Yerevan,68.0,2.8
Center,95000.0,stone,D. Demirchyan St,Yerevan,100.0,2.8
Center,95000.0,other,Sayat Nova Ave,Yerevan,60.0,3.2
Center,95000.0,stone,Tumanyan St,Yerevan,72.0,3.2
Center,95000.0,panel,Hanrapetutyan St,Yerevan,92.0,2.8
Center,90000.0,stone,Vardanants St,Yerevan,55.0,2.8
Center,97000.0,panel,Frik St,Yerevan,98.0,2.8
Center,99000.0,panel,Khanjyan St,Yerevan,88.0,2.8
Center,98000.0,stone,D. Demirchyan St,Yerevan,86.0,2.8
Center,99000.0,monolit,Argishti St,Yerevan,103.0,2.8
Center,99000.0,stone,Mashtots Ave,Yerevan,104.0,3.0
Center,95000.0,panel,Sayat Nova Ave,Yerevan,81.0,2.8
Center,95000.0,panel,Mashtots Ave,Yerevan,80.0,2.8
Center,95000.0,other,Sayat Nova Ave,Yerevan,60.0,3.2
Center,95000.0,monolit,Baghramyan Ave (Kentron),Yerevan,84.0,2.8
Center,95000.0,other,Vratsyan St,Yerevan,88.0,2.8
Center,95000.0,stone,Vardanants St,Yerevan,67.0,3.2
Center,98000.0,stone,D. Demirchyan St,Yerevan,96.0,2.8
Center,98000.0,stone,Teryan St,Yerevan,41.0,3.2
Center,98000.0,panel,Sayat Nova Ave,Yerevan,50.0,2.8
Center,98000.0,monolit,Tsitsernakaberd Highway,Yerevan,110.0,3.0
Center,97000.0,stone,Abovyan St,Yerevan,36.0,3.0
Center,97000.0,stone,Abovyan St,Yerevan,37.0,3.2
Center,97000.0,other,Abovyan St,Yerevan,97.0,2.8
Center,95000.0,stone,Tumanyan St,Yerevan,68.0,3.0
Center,97000.0,other,Teryan St,Yerevan,72.0,2.8
Center,97000.0,panel,Teryan St,Yerevan,72.0,2.8
Center,98000.0,stone,D. Demirchyan St,Yerevan,86.0,2.8
Center,97000.0,panel,Saryan St,Yerevan,71.0,2.8
Center,96500.0,panel,Pushkin St,Yerevan,88.0,2.8
Center,96000.0,stone,Tpagrichner St,Yerevan,80.0,3.0
Center,96000.0,monolit,Tsitsernakaberd Highway,Yerevan,80.0,3.0
Center,95000.0,monolit,Tsitsernakaberd Highway,Yerevan,119.0,2.8
Center,95000.0,panel,Hanrapetutyan St,Yerevan,97.0,2.8
Center,95000.0,panel,Hanrapetutyan St,Yerevan,92.0,2.8
Center,95000.0,panel,Hanrapetutyan St,Yerevan,92.0,2.8
Center,95000.0,stone,Nalbandyan St,Yerevan,86.0,2.8
Center,95000.0,monolit,Argishti St,Yerevan,105.0,2.8
Center,95000.0,panel,Koghbatsi St,Yerevan,87.0,2.8
Center,95000.0,stone,Vardanants St,Yerevan,102.0,3.2
Center,68000.0,monolit,Antarayin St,Yerevan,68.0,3.0
Center,75000.0,panel,E. Qochar St,Yerevan,81.0,2.8
Center,95000.0,monolit,Tsitsernakaberd Highway,Yerevan,101.0,3.0
Center,75000.0,panel,Zakyan St,Yerevan,72.0,3.0
Center,70000.0,stone,Tigran Mets Ave,Yerevan,78.0,2.8
Center,115000.0,stone,Zakyan St,Yerevan,105.0,2.8
Center,110000.0,stone,Buzand St,Yerevan,93.0,3.2
Center,110000.0,monolit,Argishti St,Yerevan,105.0,3.0
Center,80000.0,stone,Khanjyan St,Yerevan,81.0,3.2
Center,70000.0,stone,Sarmen St,Yerevan,54.0,3.2
Center,70000.0,panel,E. Qochar St,Yerevan,78.0,2.8
Center,85000.0,monolit,Amiryan St,Yerevan,50.0,3.0
Center,82000.0,stone,Vardanants St,Yerevan,80.0,3.2
Center,80000.0,stone,Sayat Nova Ave,Yerevan,58.0,3.2
